,name,grape,region,variety,rating,notes
1568,Anderson's Conn Valley Vineyards Right Bank Proprietary Red Blend 2014,,"Napa Valley, California",Red Wine,91,"Lingering hints of chocolate and herbs seem to emerge out of the glass. The 2014 Right Bank Proprietary Red Wine, is a Napa version of a St.-Emilion/Pomerol with its sweet, soft tannins, fleshy, opulent, medium to full-bodied mouthfeel, lovely blueberry, black raspberry and blackcurrant fruit"
1569,Anderson's Conn Valley Vineyards Right Bank Proprietary Red Blend 2016,,"Napa Valley, California",Red Wine,94,"Just releasing now, the new 2016 Right Bank is an absolutely smashing blend of 56% Cabernet Franc, and the balance in Merlot from our estate. Powerful bright red and black fruits, with a fresh cedar plank, spice and snappy mineral tinged berry flavors. Tight right now, but opens with aeration. This is a real triumph for us, and one of the best Right Banks in a long while."
1570,Andis Amador County Zinfandel 2013,,"Amador, Sierra Foothills, California",Red Wine,89,"Dried berries, boysenberry, and blackberry fruit flavors are followed nicely with hints of coffee and oak. "
1571,Andis Amador County Zinfandel 2015,,"Amador, Sierra Foothills, California",Red Wine,90,"The wine exhibits what Andis has come to expect from this field -- a big wine that exudes juiciness, complexity, classic berry and peppery aromatics, a rich mouthfeel and a flavorful finish of raspberries and cocoa. "
1572,Andis Barbera 2015,,"Amador, Sierra Foothills, California",Red Wine,92,"Barbera is the classic Amador grape that’s simply delicious vintage after vintage and the easiest wine choice you will make all week. No other varietal captures the beauty of the Sierra Foothills. Round and fruit forward, this vintage exhibits aromas of raspberries and cedar, a robust palate balancing dark fruit with a dash of black tea, and a bright fi¬nish. The perennial crowd pleaser, it pairs with virtually anything. Try with pizza, roast beef, or simply on its own."
1573,Andis Cabernet Franc 2014,,"Sierra Foothills, California",Red Wine,89,"Early on, this vintage of Cabernet Franc clearly called to be more Bordeaux than Loire. The 2014 we added 20% Merlot to encourage the already amazing structure and make a classic claret bottling. The wine has a dense character of chocoltae truffles, cranberry juice and a touch of cafe au lait. "
1574,Andis Cabernet Franc 2016,,"Sierra Foothills, California",Red Wine,90,"Sourced from a high elevation vineyard in the Fairplay AVA of El Dorado County where the growing seasons are long, wines from this region develop full flavors and intense color. The Josephine soils of Hawk Creek Vineyard produce a Cabernet Franc that is very true to varietal. "
1575,Andis Estate Zinfandel 2013,,"Amador, Sierra Foothills, California",Red Wine,90,"The Andis Estate Zinfandel is produced from grapes grown in our picturesque 35-year old vineyard surrounding the winery. These head trained vines are dry farmed and grown in rocky, mineral soils, producing a delicious wine packed with flavors of raspberries, cranberries, blackberries, and hints of spice. The wine finishes nicely with caramel, vanilla and creamy oak. "
1576,Andis Grenache 2016,,"Amador, Sierra Foothills, California",Red Wine,91,"Very light cherry and strawberry aromas are followed by mild fruit flavors and a slightly gripping texture in this medium-bodied wine. It is delicate and aromatic, with very good acidity and a good alternative to a classic Pinot Noir."
1577,Andis Painted Fields Red Blend 2012,,"Amador, Sierra Foothills, California",Red Wine,91,"The 2012 Painted Fields is perfumed, elegant, and well-structured with aromas of ripe berries, cola, and cocoa. Layers of brownies, cherries, and strawberry come through on the palate, lingering through a long finish. A bit Bordeaux, a bit Rhone Valley, and complete California deliciousness. "
1578,Andis Painted Fields Red Blend 2015,,"Amador, Sierra Foothills, California",Red Wine,89,"Delicate, fruity, creamy aromas and flavors of boysenberry custard, delicate spices, and chocolate toffee with a satiny, vibrant, dry-yet-fruity medium-to-full body and a tingling, engaging, medium-length Neapolitan gelato, craisin, sweet and peppery spice, and cedar finish with well-integrated, chewy tannins and moderate oak. A supple, chewy red blend with structure that will shine at the table."
1579,Andis Primitivo 2012,,"Amador, Sierra Foothills, California",Red Wine,90,"Grown on a beautiful hillside vineyard on the upper edge of the Shenandoah Valley, tended by the amazing Art Toy, it's almost as fun to make as it is to drink. A veritable berry basket bursting with enticing aromas of raspberry, cheery, and a dusting of chocolate, the 2012 Andis Primitivo is simple delicious and utterly drinkable."
1580,Andis Primitivo 2015,,"Amador, Sierra Foothills, California",Red Wine,91,"Grown on a beautiful hillside vineyard on the upper edge of the Shenandoah Valley, tended by the amazing Art Toy, it's almost as fun to make as it is to drink. A veritable berry basket bursting with enticing aromas of raspberry, cheery, and a dusting of chocolate, the Andis Primitivo is simple delicious and utterly drinkable. "
1581,Andis Sauvignon Blanc 2017,,"Amador, Sierra Foothills, California",White Wine,90,"Pale white gold color. Delicate, tropical, citrusy aromas and flavors of grapefruit custard, guava, and plantain with a supple, bright, fruity light-to-medium body and a smooth, relaxed lemon curd and wheatgrass finish with no oak. A solid, refreshing Sauvignon Blanc sipper. Serve this enticing wine chilled alongside seafood, light pasta dishes, and chicken."
1582,Andre & Michel Quenard Crémant de Savoie Brut Nature,,"Savoie, France",Sparkling & Champagne,91,"With the taste of a fresh mountain spring gurgling through an alpine meadow, this sparkling Jacquère is the ultimate introduction to the stony, mountain-born Quenard style."
1583,Andre Brunel Chateauneuf-du-Pape 2011,,"Chateauneuf-du-Pape, Rhone, France",Red Wine,89,"Exudes very forward fruit, and is a terrific example of a classic Chateauneuf-du-Pape displaying characteristics of cherries and blackberries along side of the classic Provençal spice and herb notes. Supple, open this is an extremely textured wine. "
1584,Andre Brunel Chateauneuf-du-Pape 2012,,"Chateauneuf-du-Pape, Rhone, France",Red Wine,91,"The 2012 Chateauneuf-du-Pape exudes very forward fruit, and is a terrific example of a classic Chateauneuf-du-Pape displaying characteristics of cherries and blackberries along side of the classic Provencal spice and herb notes. "
1585,Andre Brunel Chateauneuf-du-Pape Les Cailloux 1999,,"Chateauneuf-du-Pape, Rhone, France",Red Wine,90,"Dominant aromas of red fruits enhanced by a woody touch from the barrel contained Syrah grapes. A great taste of red fruits, leather and undergrowth. The tannins are harmonious and elegant. Long finish in the mouth allowing for even more complex aromas of undergrowth, leather. The wine allies strength and elegance, complexity of secondary aromas while keeping a fruity freshness."
1586,Andre Brunel Chateauneuf-du-Pape Les Cailloux 2000,,"Chateauneuf-du-Pape, Rhone, France",Red Wine,92,"Dominant aromas of red fruits enhanced by a woody touch from the barrel contained Syrah grapes. A great taste of red fruits, leather and undergrowth. The tannins are harmonious and elegant. Long finish in the mouth allowing for even more complex aromas of undergrowth, leather ... the wine allies strength and elegance, complexity of secondary aromas while keeping a fruity freshness."
1587,Andre Brunel Chateauneuf-du-Pape Les Cailloux 2009,,"Chateauneuf-du-Pape, Rhone, France",Red Wine,91,"The wine displays ripe fruit such as black currant, cherry, and isaccented by notes of earth and spice. This is an extremelytextured wine with profound complexity. Garrigue, spice, cedar,tobacco leaf. A full-bodied, ripe, soft, hedonistic style."
1588,Andre Brunel Chateauneuf-du-Pape Les Cailloux 2011,,"Chateauneuf-du-Pape, Rhone, France",Red Wine,90,"The wine displays ripe fruit such as black currant, cherry, and isaccented by notes of earth and spice. This is an extremelytextured wine with profound complexity. Garrigue, spice, cedar,tobacco leaf. A full-bodied, ripe, soft, hedonistic style."
1589,Andre Brunel Chateauneuf-du-Pape Les Cailloux 2012,,"Chateauneuf-du-Pape, Rhone, France",Red Wine,91,"Dominant aromas of red fruits enhanced by a woody touch from the barrel contained Syrah grapes. A great taste of red fruits, leather and undergrowth. The tannins are harmonious and elegant. Long finish in the mouth allowing for even more complex aromas of undergrowth, leather. The wine allies strength and elegance, complexity of secondary aromas while keeping a fruity freshness."
1590,Andre Brunel Chateauneuf-du-Pape Les Cailloux Blanc 2013,,"Chateauneuf-du-Pape, Rhone, France",White Wine,91,"Ripe peach, honeysuckle, and alluring mango and papaya notes laced with orchard fruit and sweetened butter. Snappy mineral quality. "
1591,Andre Brunel Chateauneuf-du-Pape Les Cailloux Blanc 2014,,"Chateauneuf-du-Pape, Rhone, France",White Wine,90,"A floral scent which is both fruity and honey-like, a mineral taste with viscosity in the finish, this wine will surprise you by its complexity and evolution of these aromas all throughout the tasting.  The 2014 vintage, fresher than the previous ones, lets the roussanne express its full potential of elegance and delicacy. "
1592,Andre Brunel Chateauneuf-du-Pape Les Cailloux Blanc 2015,,"Chateauneuf-du-Pape, Rhone, France",White Wine,92,"A floral scent which is both fruity and honey-like, a mineral taste with viscosity in the finish, this wine will surprise you by its complexity and evolution of these aromas all throughout the tasting. "
1593,Andre Brunel Chateauneuf-du-Pape Les Cailloux Blanc 2016,,"Chateauneuf-du-Pape, Rhone, France",White Wine,93,"A floral scent which is both fruity and honey-like, a mineral taste with viscosity in the finish, this wine will surprise you by its complexity and evolution of these aromas all throughout the tasting. "
1594,Andre Brunel Chateauneuf-du-Pape Les Cailloux Centenaire 1998,,"Chateauneuf-du-Pape, Rhone, France",Red Wine,96,"On the nose are aromas of dried flowers, kirsch, blackcurrants, and blackberries, with spice-box, roasted meats, plum, and licorice on the palate. Mouth filling texture, brilliant concentration, and a big finish."
1595,Andre Brunel Chateauneuf-du-Pape Les Cailloux Centenaire 2000,,"Chateauneuf-du-Pape, Rhone, France",Red Wine,96,"A rich and expressive nose: black currants, blackberries... Powerful and roundness in the mouth: an impressively long finish in the mouth, the tannins are perfectly mellow. There are dominant aromas of undergrowth and leather. "
1596,Andre Brunel Chateauneuf-du-Pape Les Cailloux Centenaire 2005,,"Chateauneuf-du-Pape, Rhone, France",Red Wine,96,"Only produced in great vintages, this is an exceptional fine cuvée with an incomparably long and elegant finish. "
1597,Andre Brunel Chateauneuf-du-Pape Les Cailloux Centenaire 2015,,"Chateauneuf-du-Pape, Rhone, France",Red Wine,94,A rich and expressive nose with notes of blackcurrants and blackberries. There are complex and dominant aromas of undergrowth and leather. The wine has is powerful with roundness in the mouth. An impressively long finish in the mouth. The tannins are perfectly mellow. 
1598,Andre Brunel Chateauneuf-du-Pape Les Cailloux Centenaire (3L) 2007,,"Chateauneuf-du-Pape, Rhone, France",Red Wine,96,"The Cuvee Centenaire bottling is among the rarest and most sought after wines of Châteauneuf-du-Pape. It is produced from ancient vines planted in 1889. The Centenaire vineyard is planted to roughly 80% Grenache, 12% Mourvedre and 8% Syrah. The Grenache, which is often picked at 16 degrees potential alcohol, is vinified and aged in tank, while the Mourvedre and Syrah are finished in small barrels for up to 24 months. Brunel only makes the Cuvée Centenaire in the finest vintages, otherwise the old-vine fruit is used in the ""regular"" Les Cailloux bottling."
1599,Andre Brunel Cotes du Rhone 2012,,"Cotes du Rhone, Rhone, France",Red Wine,91,"The vines are located in the Commune of St Génies de Comolas (Gard) on a poor sandy soil with lime-clay subsoil. With elegance and finesse in mind, the Grenaches grown there produce a low yield. The rest of the fruit comes from Travaillan in the Vaucluse and are grown on a stony soil with lime subsoil and produce a powerful wine. The vineyards are naturally worked with sustainable practice in mind. The blend is 80% Grenache, 10% Syrah and 10% old-vine Cinsault. The wine has aromas and flavors of small red berry fruits, blackcurrant and cherries with slight touch of spices."
1600,Andre Brunel Cotes du Rhone Villages Cuvee Sabrine 2007,,"Cotes du Rhone, Rhone, France",Red Wine,90,"The vinification is classic Brunel with 80% of the grapes de-stemmed to ensure the purity and roundness of the Grenache fruit. This tiny cuvée is entirely made in stainless steel tank and fashioned in a supple, open style with a powerful core of fruit.  "
1601,Andre Brunel Cotes du Rhone Villages Cuvee Sabrine 2009,,"Cotes du Rhone, Rhone, France",Red Wine,92,"The vinification is classic Brunel with 80% of the grapes de-stemmed to ensure the purity and roundness of the Grenache fruit. This tiny cuvée is entirely made in stainless steel tank and fashioned in a supple, open style with a powerful core of fruit."
1602,Andre Brunel La Becassonne Cotes du Rhone Blanc 2014,,"Cotes du Rhone, Rhone, France",White Wine,90,"Soft lemon curd and honeysuckle notes, with a nutty richness to balance out its pear fruit. Finishes long and mouthwatering."
1603,Andre Brunel La Becassonne Cotes du Rhone Blanc 2015,,"Cotes du Rhone, Rhone, France",White Wine,89,"The cuvee is characterized by hints of floral and exotic fruits. The 2015 vintage, less hot than the previous ones, coupled with a harvest made with no excess of maturity allow this wine to keep acidity and freshness necessary for enjoying its very aromatic and rich flavors."
1604,Andre Jacquart Mesnil Experience Grand Cru Blanc de Blancs,,"Champagne, France",Sparkling & Champagne,91,"Brilliant pale gold, persistent and fine bead. Smoky minerality reminiscent of Meursault Perrieres. Ethereal fruit, almost as though a food ""foam"" of granny smith apple and a bit of girolle mushroom. Light entry, again, like a fog or cloud, ethereal and light yet so expressive. Almost as though it had intensity of flavor without being wet. Laser-like focus of fruit, precise and defined flavors of Anjou pear, granny smith apple, chanterelles, almost like an infusion or tea of intense flavors with lively, creamy, and exceptionally refined bubbles. Elegant powerful, and yet light, almost dreamlike consistency. Long and longer."
1605,Andrea Oberto Barolo Albarella 2010,,"Barolo, Piedmont, Italy",Red Wine,92,"Bright red garnet color with light orange shades. Prominent notes of China Calissaia bark, tobacco and dried flowers linger in the fleshy rich aroma. The mouth shows a powerful and firm structure balanced by a moderate acidity which makes the wine drinkable and very pleasant."
1606,Andrea Oberto Barolo Rocche 2010,,"Barolo, Piedmont, Italy",Red Wine,95,"Intense ruby-red hue with light garnet reflections. Oaky notes perfectly blending in a flowery, spicy aroma make the wine extremely fine and balanced. Evident tannic sensations in mouth, which are unusual in the Barolo wines from Rocche dell'Annunziata cru, are well-integrated with a powerful but elegant structure."
1607,Andremily Mourvedre 2014,,"Santa Barbara, Central Coast, California",Red Wine,96,"The 2014 Andremily Mourvedre, the first varietally designated Mourvedre, is terrific blend of 86% Mourvedre from Alta Mesa Vineyard, co-fermented with 14% Syrah from White Hawk Vineyard. The fruit was 30% destemmed, and aged for 23 months in 30% new French barrique. The result of all of this is a full throttle, rich- textured wine with soaring aromatics of spiced meats, chocolate, crushed pepper, and earth. A wine packed with all of the sexiest elements of Mourvedre. "
1608,Andremily Syrah No. 1 2012,,"Santa Barbara, Central Coast, California",Red Wine,97,"The 2012 Andremily No.1 is a 100% delicious Cuvee’ comprised predominantly of Syrah from the Famed White Hawk Vineyard in Cat Canyon, and Larner Vineyard in Ballard Canyon. The Syrah was 5% co-fermented with Viognier, and 70% destemmed. It was bottled after 25 months in French barrique, of which 58% where new. The final cuvee was finished off with a dollop of Mourvedre, serving as the cherry on top."
1609,Andremily Syrah No. 2 (1.5 Liter Magnum) 2013,,"Santa Barbara, Central Coast, California",Red Wine,99,"Andremily is excited to share with all of you the 2013 Andremily No.2. The No.2, which similar to the first release, is comprised predominantly of Syrah from the Famed White Hawk Vineyard in Cat Canyon, and Larner Vineyard in Ballard Canyon. The Syrah was 4% co-fermented with Viognier, and includes 35% whole cluster. We included 11% Mourvedre in the final blend, which was bottled after 23 months in French barrique, of which 62% where new."
1610,Andremily Syrah No. 2 2013,,"Santa Barbara, Central Coast, California",Red Wine,99,"Andremily is excited to share with all of you the 2013 Andremily No.2. The No.2, which similar to the first release, is comprised predominantly of Syrah from the Famed White Hawk Vineyard in Cat Canyon, and Larner Vineyard in Ballard Canyon. The Syrah was 4% co-fermented with Viognier, and includes 35% whole cluster. We included 11% Mourvedre in the final blend, which was bottled after 23 months in French barrique, of which 62% where new."
1611,Andremily Syrah No. 3 (1.5 Liter Magnum) 2014,,"Santa Barbara, Central Coast, California",Red Wine,96,"The 2014 Andremily No.3 is a sensational blend of 89% Syrah, 8% Mourvedre, and 3% Viognier. The fruit sources are White Hawk Vineyard in Cat Canyon, and Larner Vineyard in Ballard Canyon, with the Mourvedre coming from the Alta Mesa Vineyard in the Cuyama Valley. The Syrah was co-fermented with Viognier, and the final blend enjoyed just over 50% whole cluster. Andremily No.3 was raised in 60% new French barrique, and bottled after 23 months, without finning or filtration. This wine exploded from the glass with loads of blue fruit, violet, and spice, a full rich texture, and a generous finish."
1612,Andremily Syrah No. 3 2014,,"Santa Barbara, Central Coast, California",Red Wine,96,"The 2014 Andremily No.3 is a sensational blend of 89% Syrah, 8% Mourvedre, and 3% Viognier. The fruit sources are White Hawk Vineyard in Cat Canyon, and Larner Vineyard in Ballard Canyon, with the Mourvedre coming from the Alta Mesa Vineyard in the Cuyama Valley. The Syrah was co-fermented with Viognier, and the final blend enjoyed just over 50% whole cluster. Andremily No.3 was raised in 60% new French barrique, and bottled after 23 months, without finning or filtration. This wine exploded from the glass with loads of blue fruit, violet, and spice, a full rich texture, and a generous finish."
1613,Andremily Syrah No. 4 (1.5 Liter Magnum) 2015,,"Santa Barbara, Central Coast, California",Red Wine,97,"The incredibly sexy 2015 Andremily No.4. is a blend of 90% Syrah, Co-fermented with 6% Viognier, and finished off with a dash of Mourvedre. No.4 enjoyed 22 months in 70% New French Barrique, and was bottled without fining or filtration. The fruit sources for Andremily No.4 are the White Hawk Vineyard in Cat Canyon, Larner Vineyard in Ballard Canyon, as well as the addition of Watch Hill Vineyard in Alisos Canyon to the blend. this baby sure delivers, offering a rich texture, plenty of classic Syrah spice notes, as well as, bushels of black and blue fruit character."
1614,Andremily Syrah No. 4 2015,,"Santa Barbara, Central Coast, California",Red Wine,97,"The incredibly sexy 2015 Andremily No.4. is a blend of 90% Syrah, Co-fermented with 6% Viognier, and finished off with a dash of Mourvedre. No.4 enjoyed 22 months in 70% New French Barrique, and was bottled without fining or filtration. The fruit sources for Andremily No.4 are the White Hawk Vineyard in Cat Canyon, Larner Vineyard in Ballard Canyon, as well as the addition of Watch Hill Vineyard in Alisos Canyon to the blend. this baby sure delivers, offering a rich texture, plenty of classic Syrah spice notes, as well as, bushels of black and blue fruit character."
1615,Andremily Syrah No. 6 2017,,"Santa Barbara, Central Coast, California",Red Wine,98,"The 2017 Andremily No.6, is cut from the same cloth as previous wines in the sequence, but perhaps just a touch better. Andremily No.6 is a blend of 92% Syrah, from White Hawk, Larner, Harrison-Clarke, and Watch Hill Vineyards, coupled with 5% Mourvedre, from Alta Mesa, and finished off with just a dab of Viognier. Andremily No.6 is an incredible sexy, rich and full-bodied elixir, that leaps from the glass. Offering bushels of black and blue fruit, scorched earth, and exotic spice. No.6 has a wonderful texture with fine tannins, and plenty of natural acidity to deliver great lift."
1616,Andretti Chardonnay 2001,,"Napa Valley, California",White Wine,90,"This Chardonnay has attractive fruit aromas and flavors that hint of apples, vanilla, and spice that combine with the enhanced characteristics added by barrel fermenting and sur lies aging for nine months.  On the palate you will enjoy this nicely textured wine that is at the same time refreshingly crisp, with a pleasing finish.  "
1617,Andretti Merlot 1997,,"Napa Valley, California",Red Wine,89,"Layers of cherries, violets, plums and raspberry jam combine with 16 months in French oak to make a wine that can be enjoyed now or will provide added pleasure after four to six years of additional aging.  "
1618,Andretti Merlot 1999,,"Napa Valley, California",Red Wine,91,"Merlot's increasing popularity over the last few years derives from its fruit intensity and complexity that mimics Cabernet, but remains a much softer and more approachable wine. A rich texture and good body are hallmarks of this varietal and the Merlot from Andretti is characterized by layers of cherries, orange blossoms, plum and raspberry jam. With long aging in French oak, this is a wine that can be enjoyed now or will provide added pleasure with four to six years of additional aging."
1619,Andretti Sauvignon Blanc 2001,,"Napa Valley, California",White Wine,90,"This delightful wine combines the complexity of fresh fruit with a light, crisp feel to create a wine that can be enjoyed by itself, but is also wonderful with food. It has floral, tropical overtones, leaning more towards pineapple than overt herbaceous qualities. While the majority of the wine is fermented in stainless steel to preserve the crisp character, a portion is aged in oak barrels to add a measure of complexity that sets it apart from other Sauvignon Blancs."
1620,Andrew Hardy Little Ox Shiraz 2005,,"McLaren Vale, South Australia, Australia",Red Wine,93,"A big, ripe fruit spicy McLaren Vale Shiraz. Ripe, dark cherry on nose, with a hint of chocolate and mocha. Palate full, rich, with just a hint of oak. Lovely soft ripe tannin complements the fruit driven finish. A soft, but weighty traditional McLaren Vale Shiraz."
1621,Andrew Hardy Little Ox Shiraz 2006,,"McLaren Vale, South Australia, Australia",Red Wine,90,"The Little Ox is named after wine maker, owner Andrew Hardy, of Hardy family fame. Around 650 cases were made, so based on the previous review of the 2005 and the quality of this, the current 2006 release, it's quite simple, get it while you can. Dense and richly fruited, but light on its feet in relationship to its concentration, this is endowed with finer grained almost powdery tannins and is loaded up with a combination of both red and blue fruit on its medium fuller, fuller frame. Juicy, but dry, with some chewy density on the finish, this is still quite primary and evolving, but everything is in place for big reviews again. Hopefully there will be some around when the tallies come forth. The smart money will place their bets now."
1622,Andrew Hardy Little Ox Shiraz 2007,,"McLaren Vale, South Australia, Australia",Red Wine,91,"A big ripe fruit spicy McLaren Vale Shiraz.  Ripe dark cherry on the nose,with a hint of chocolate and mocha.  Big full rich palate with just a hint of oak.  Lovely soft ripe tannin complements the fruit driven finish.  A soft, weighty traditional McLaren Vale Shiraz."
1623,Andrew Hardy The Ox Shiraz 2004,,"McLaren Vale, South Australia, Australia",Red Wine,90,"A big, ripe fruit spicy McLaren Vale Shiraz. Ripe, dark cherry on nose, with a hint of chocolate and mocha. Palate full, rich, with just a hint of oak. Lovely soft ripe tannin complements the fruit driven finish. A soft, but weighty traditional McLaren Vale Shiraz. "
1624,Andrew Januik Stone Cairn Cabernet Sauvignon 2013,,"Red Mountain, Yakima Valley, Columbia Valley, Washington",Red Wine,90,"This beautiful violet colored wine delivers a variety of complex aromas including candied cherries, currants, and chocolate. The front of the palate shows nice sweetness and fruit which transitions into a well-structured mid-palate that displays more earthiness as well as the subtle notes of new French oak. The finish is quite long and brimming with the bright acidity and dark fruit that is indicative of Red Mountain. "
1625,Andrew Januik Stone Cairn Cabernet Sauvignon 2014,,"Red Mountain, Yakima Valley, Columbia Valley, Washington",Red Wine,90,"This beautiful violet colored wine delivers a variety of complex aromas including candied cherries, currants, and chocolate. The front of the palate shows nice sweetness and fruit which transitions into a well-structured mid-palate that displays more earthiness as well as the subtle notes of new French oak. The finish is quite long and brimming with the bright acidity and dark fruit that is indicative of Red Mountain. Enjoy this wine from now until 2030."
1626,Andrew Januik Stone Cairn Cabernet Sauvignon 2015,,"Red Mountain, Yakima Valley, Columbia Valley, Washington",Red Wine,91,"This beautiful violet colored wine delivers a variety of complex aromas including candied cherries, currants, and chocolate. The front of the palate shows nice sweetness and fruit which transitions into a well-structured mid-palate that displays more earthiness as well as the subtle notes of new French oak. The finish is quite long and brimming with the bright acidity and dark fruit that is indicative of Red Mountain. Enjoy this wine from now until 2030. "
1627,Andrew Murray Camp Four RGB 2012,,"Santa Ynez Valley, Santa Barbara, Central Coast, California",White Wine,90,"The RGB is named for the blend of Roussanne and Grenache Blanc, which is a typical white wine blend found  in and around the small villages in the south of France.  Typically Roussanne, which is more difficult to ripen and thus more rare, takes a backseat to the Grenache Blanc, which is a more neutral tasting grape.  We like to richen up this blend a bit and include more of the robust Roussanne.  The resulting blend is nearly a 50-50 balance between the two varieties.  The grapes were whole cluster pressed and then fermented and aged together in a small, temperature controlled stainless tank.  This early blending allowed the flavors to come together more completely.  After fermentation, the wine was transferred to neutral French Burgundy barrels to allow a bit more oxygen into the wine, which acted to soften and round out the final wine.  The aroma of this wine explodes with white flowers, green apple, a tropical/banana note, and a flinty/minerally note.  The aromas find their way onto the palate where you will sense a long, round, viscous mouthfeel made complex with a racy acidity.  The RGB is clean, fresh, and ready to drink.  It should, however, improve over the next couple of years.  "
1628,Andrew Murray Enchante 2016,,"Santa Ynez Valley, Santa Barbara, Central Coast, California",White Wine,90,"The French say “Enchanté” when they greet each other. Andrew Murray has named their Estate-Grown, signature white blend of Grenache Blanc and Roussanne after this expression. These two varieties are truly yin and yang. Roussanne is rich and unctuous, while Grenache Blanc is bright and racy. The two complement each other perfectly! The winery fermented and aged this wine in older French Oak barrels, which lends a beautifully smooth texture to this dry white wine. "
1629,Andrew Murray Esperance Red Blend 2012,,California,Red Wine,91,"This rich red is a blend of 60% Grenache, 25% Syrah and 15% Mourvedre.  It was given a more serious winemaking regimen with a bit more new oak. I also chose a ""bigger"" Syrah to blend in with the Grenache and Mourvedre, so the resulting wine is a bit more ""profound"". I think that it is perhaps the best Espérance that we have ever released. All of the extra work yields a rich, concentrated wine with aromas and flavors of ultra-ripe strawberries, black cherries, and blueberries, mixed in with the spiciness of cinnamon and vanilla from the toasty new French Oak.    "
1630,Andrew Murray Esperance Red Blend 2014,,"Central Coast, California",Red Wine,91,"We named this wine in homage of a wonderful restaurant and inn in Vezelay, named L'Esperance. We used the inn as a home-base for much of our early explorations into the Rhône Valley and fell in love with the wines of the southern Rhône region. "
1631,Andrew Murray Esperance Rose 2016,,"Santa Ynez Valley, Santa Barbara, Central Coast, California",Pink and Rosé,91,"The wine is wonderfully light, yet complex, and full of personality. There are plenty of fruity notes, but this is definitely not a kool-aid Rose of yesteryear from California. Rather, it is very much in the moment. Dry, light, very refreshing. This should be your go to wine this summer!"
1632,Andrew Murray Roasted Slope Syrah 2001,,"Central Coast, California",Red Wine,90,"Thus the wine is a blend of Syrah and Viognier that was picked and fermented together. ""Roasted Slope"" is the direct translation of ""Cote Rotie"", one of the most famous vineyards in all of France, where Syrah and Viognier are allowed/encouraged to grow together in the same vineyards. We craft our wine with the same winemaking regime that the French use to craft their wines. The co-fermentation of the Viognier with the Syrah yields a wine that is slightly softer and smoother for its young age, with the wonderful perfumed highlights of Viognier in the nose. The Viognier also, brings out the elusive candied-violets aroma in Syrah. This is a very rich and full-bodied Syrah that is so fun to drink right now; however do not be fooled, this wine will age for years to come."
1633,Andrew Murray Roasted Slope Syrah 2014,,"Santa Barbara, Central Coast, California",Red Wine,92,"I have been attempting to recreate those flavors ever since, but have always come up short...until now. I am crazy proud to release the new and improved Roasted Slope, a blend of co-fermented Syrah and Viognier, all from three vineyard blocks along Alisos Canyon Road. This proprietary red wine picks up right where we left off and even leapfrogs the qualities of the original wines."
1634,Andrew Murray Roasted Slope Syrah 2015,,"Santa Barbara, Central Coast, California",Red Wine,92,"Andrew Murray's new and improved Roasted Slope, a blend of co-fermented Syrah and Viognier, all from three vineyard blocks along Alisos Canyon Road. This proprietary red wine picks up right where the winery left off and even leap frogs the qualities of the original wines."
1635,Andrew Murray Tous les Jours Syrah 2002,,"Central Coast, California",Red Wine,89,"Marked by vivid, well-defined blackberry, wild berry, boysenberry and huckleberry flavors, accented by vibrant acidity."
1636,Andrew Murray Tous les Jours Syrah 2008,,"Central Coast, California",Red Wine,91,"We refer to our ""everyday"" and easy-drinking Syrah as ""Tous les Jours."" A red wine blend of Syrah from Paso Robles and Santa Ynez Valley vineyards, it is carefully blended to produce a soft, smooth Syrah full of ripe berry aromas and flavors. Tous les Jours is consistently lauded as a 'Crozes-Hermitage look-alike' by wine critics and has been touted as one of the best wines under $20."
1637,Andrew Murray Tous les Jours Syrah 2011,,"Central Coast, California",Red Wine,92,"The Syrah Tous les Jours is a quintisential Santa Ynez Valley Syrah. It is simultaneously bold and balanced, rich and smooth, fruit forward and earthy. It is impossibly dark and full-bodied, without ever going over the top. It is heavily inspired by Northern Rhone Syrah (Hermitage) and Australian Shiraz (Borassa Valley). The aromas and flavors are dominated by black cherry, raspberry, white pepper, forrest floor and toasty oak. It is absolutely unique and special expression of Syrah. Moreover, It is a style that one can enjoy every day."
1638,Andrew Murray Tous les Jours Syrah 2012,,"Central Coast, California",Red Wine,90,"The 2012 vintage of the Tous les Jours Syrah is remarkably dark and full-bodied, and yet it has such gentle tannins. It is truly a pleasure to drink, especially at the price. Lots of fruit and spices here...no need to wax poetic about this one as it tastes just plain yummy."
1639,Andrew Murray Tous les Jours Syrah 2014,,"Santa Ynez Valley, Santa Barbara, Central Coast, California",Red Wine,92,"Andrew Murray strives to craft a quintessentially Santa Ynez Valley Syrah, where we have the ability to show both the cool and warm climate characteristics of Syrah."
1640,Andrew Murray Tous les Jours Syrah 2013,,"Central Coast, California",Red Wine,93,"We strive to craft a quintessentially Santa Ynez Valley Syrah, where we have the ability to show both the cool and warm climate characteristics of Syrah."
